"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.265180689E0,1.845859909E1,-2.355819893E1,-4.076020050E1,5.056780163E1
2.275180689E0,1.834879875E1,-2.364360046E1,-4.078459930E1,5.058736798E1
2.285180689E0,1.825119972E1,-2.368019867E1,-4.076020050E1,5.054950094E1
2.295180689E0,1.812919998E1,-2.368019867E1,-4.071139908E1,5.046620370E1
2.305180689E0,1.801939964E1,-2.360700035E1,-4.074800110E1,5.042210649E1
2.315180689E0,1.800720024E1,-2.357040024E1,-4.079679871E1,5.044008141E1
2.325180689E0,1.797060013E1,-2.347279930E1,-4.083340073E1,5.041112368E1
2.335180689E0,1.794619942E1,-2.346059990E1,-4.079679871E1,5.036709845E1
2.345180689E0,1.795839882E1,-2.344840050E1,-4.085779953E1,5.041518974E1
2.355180689E0,1.798279953E1,-2.338739967E1,-4.077239990E1,5.032633641E1
2.365180689E0,1.795839882E1,-2.343619919E1,-4.077239990E1,5.034032295E1
2.375180689E0,1.793400002E1,-2.355819893E1,-4.066259766E1,5.029974097E1
2.385180689E0,1.789739990E1,-2.366799927E1,-4.058939743E1,5.027912386E1
2.395180689E0,1.783639908E1,-2.368019867E1,-4.050399780E1,5.019425046E1
2.405180689E0,1.778759956E1,-2.375339890E1,-4.047959900E1,5.019183791E1
2.415180689E0,1.769000053E1,-2.378999901E1,-4.039419937E1,5.010580320E1
2.425180689E0,1.761680031E1,-2.377779961E1,-4.033319855E1,5.002501686E1
2.435180689E0,1.755579948E1,-2.378999901E1,-4.038199997E1,5.004873695E1
2.445180689E0,1.748259926E1,-2.374119949E1,-4.035759735E1,4.998021103E1
2.455180689E0,1.744599915E1,-2.361919975E1,-4.043079758E1,4.996877901E1
2.465180689E0,1.739719963E1,-2.350939941E1,-4.045520020E1,4.991971192E1
2.475180689E0,1.739719963E1,-2.348499870E1,-4.051620102E1,4.995768474E1
2.485180689E0,1.737279892E1,-2.337520027E1,-4.056499863E1,4.993729311E1
2.495180689E0,1.737279892E1,-2.325319862E1,-4.066259766E1,4.995970613E1
2.505180689E0,1.733619881E1,-2.318000031E1,-4.065039825E1,4.990301676E1
2.515180689E0,1.728739929E1,-2.311899948E1,-4.067480087E1,4.987766772E1
2.525180689E0,1.727519989E1,-2.310680008E1,-4.066259766E1,4.985783378E1
2.535180689E0,1.723859978E1,-2.307019997E1,-4.068700027E1,4.984812374E1
2.545180689E0,1.717759895E1,-2.303359985E1,-4.068700027E1,4.981012567E1
2.555180689E0,1.712879944E1,-2.296039963E1,-4.063819885E1,4.971960305E1
2.565180689E0,1.707999992E1,-2.297259903E1,-4.062599945E1,4.969847618E1
2.575180689E0,1.706780052E1,-2.298480034E1,-4.062599945E1,4.969992649E1
2.585180689E0,1.705559921E1,-2.300919914E1,-4.063819885E1,4.971699826E1
2.595180689E0,1.703120041E1,-2.299699974E1,-4.062599945E1,4.969301375E1
2.605180689E0,1.697019958E1,-2.298480034E1,-4.060160065E1,4.964653760E1
2.615180689E0,1.689699936E1,-2.299699974E1,-4.061380005E1,4.963719713E1
2.625180689E0,1.686039925E1,-2.298480034E1,-4.063819885E1,4.963907045E1
2.635180689E0,1.678719902E1,-2.298480034E1,-4.068700027E1,4.965423536E1
2.645180689E0,1.673839951E1,-2.291160011E1,-4.067480087E1,4.959389946E1
2.655180689E0,1.664080048E1,-2.287500000E1,-4.061380005E1,4.949406651E1
2.665180689E0,1.651879883E1,-2.280179977E1,-4.068700027E1,4.947953899E1
2.675180689E0,1.642119980E1,-2.272859955E1,-4.065039825E1,4.938319470E1
2.685180689E0,1.637240028E1,-2.267980003E1,-4.074800110E1,4.942497763E1
2.695180689E0,1.638459969E1,-2.264319992E1,-4.067480087E1,4.935188989E1
2.705180689E0,1.628699875E1,-2.261879921E1,-4.058939743E1,4.923794867E1
